name;toshidexNumber;rarity;evolves;evolutionStage;description;ethCardIndex;type1;type2;maxHP;attack;defense;spAttack;spDefense;speed;knownMoves
Ducki;29;1;0;0;If you want to know something about a monster, Ducki is the Toshimon to look for. This peaceful and innocent-looking Toshimon happily thrives in ponds and lakes all day long. It decides whether it wants to be seen or to stay incognito. If it wants to observe, it hides under its lotus hat that acts as a perfect guise in water. It hears and sees everything but will only speak in exchange for something it really wants. You will sometimes see this squishy Toshimon roaming around with the distinct leaf covering its bottom. Legend says this is where it keeps everyone's secrets.;54;1;0;55;97;102;80;80;81;[{'moveBase': {'fileID': 11400000, 'guid': '103b3b819d681014480472f6e0b8de61', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '518599785f427d5488c0bed5c00bc6d8', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '330ccac694549e64d8f8461fad1eb745', 'type': 2}}]
Keet;30;2;0;0;This cute ball of fur resembles your everyday cat, from the cat-like appearance to its incredibly friendly nature. Keets are normally very hygienic and tend to clean after themselves, keeping their fur groomed and the bows on their tails clean. It has a bright orange fur coat covering its body with two tiny fangs and bright pink eyes matching the color of its ribbon. Keets have existed decades ago as formal house-pets due to their docile and playful behavior. This Toshimon became a popular pet after a famous idol promoted their brand deals and photoshoots with their Keet alongside them in the photos and advertisements. The cute fluff ball soon became the face of many high-end brands, brandishing different accessories for the Toshimon to use for aesthetic purposes. Keets are not well known to be good in battle however, most of the time you'll just find one chasing after its own tail when up against another Toshimon. Despite not having special abilities, a Keet's best power is charming whatever it comes across due to its cuteness. Soon enough, you'll find yourself giving your entire food supply to your pet Keet by infatuating you with its cute charms.;145;1;0;80;82;97;85;85;71;[{'moveBase': {'fileID': 11400000, 'guid': '99d81aa5d90a5164c8c2767a20385f8e', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '8c5a50738405ca04590ea19ae368ce25', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '4d40773acb9e6d84d96699e35cdd8a85', 'type': 2}}]
Firebug;31;2;1;1;Firebug is a tiny moth-like (and sized) Toshimon with a purple and red color scheme with its main body has a purple to red gradient from the bottom to the top. Its wings also sport a purple and red color with the outer wings being a dark purple and the inner parts a bright red. The two feelers on the top of its head help it signal for help when its in danger. The fur on its main body may seem harmless, however they are very hot to the touch and are soaked in a special toxin to protect itself from predators. Firebug was first discovered by a few kids playing in the forest that resided near the town they lived in. As they were walking through the small clearing, they found this small Toshimon resting on one of the bushes, collecting the pollen that it could collect from the flowers. Knowing kids, they were curious and they reached their hand out to touch the unfamiliar creature. To one of the kids' surprise, the skin that touched the Firebug's main body had burned and was slowly turning purple from the toxins that emit from Firebug's fur. Soon enough after this discovery was made, scientists decided to research this Toshimon's origin. Today, Firebugs can be seen frequenting dark, warm forests. This small Toshimon is still able to pack a very big punch despite its small body. When sensing danger, it uses the feelers on its head to signal closeby Firebug for help. It's able to breathe fire and roast targets that are slightly larger than it. It's main defense is its body, being able to protect itself from physical contact due to the dangerous nature of its fur.;146;8;2;90;92;87;75;85;76;[{'moveBase': {'fileID': 11400000, 'guid': '7819cc72d47909648bf8bdf4272d7147', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '5d6fe4a9634012942a2f08f5c8dfd4da', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '4d40773acb9e6d84d96699e35cdd8a85', 'type': 2}}]
Flamoth;32;4;0;2;Like its predecessor Firebug, Flamoth also sports the same purple and red color scheme with a much larger body and bigger wings for better control of its movement in the air. The feelers on its head have also grown longer though it is unsaid if the longer length makes it easier for it to signal for help. It has also gained a dark purple zorro-ish mask on its face giving it a more sinister and intimidating appearance. The first discovery of this Toshimon happened when scientists were doing research in a forest clearing. They had visited the forest to conduct tests due to news of an abundance of Firebugs within the area. One scientist met their unfortunate demise when they had found this Toshimon in one of the dark caves near the clearing. The Flamoth then had burned the scientist completely and took off deeper into the forest. When the the late scientist's body had been submitted for autopsy, it was discovered that the flames that emitted from the Flamoth had caused a form of poisoning, making researchers believe that the fire that Flamoth breathes are infused with a very lethal poison that could inflict serious damage. Flamoth's prowess comes from its incredible fire breathing power and its improved lethal toxins. The poison dripping from its fur is now more lethal, which could cause immediate death. The flames breathes have the same dangerous poison infused within the gases of the flame which could kill anything. If someone were to come across an untamed Flamoth, do NOT provoke it or go within its range.;296;8;2;115;105;105;82;98;95;[{'moveBase': {'fileID': 11400000, 'guid': 'd2de26272d7fd514ab7e02e4111d307b', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'a49068708bba6a9468898d9d49ae1afa', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '5d6fe4a9634012942a2f08f5c8dfd4da', 'type': 2}}]
Spinod;33;1;1;1;This tiny Toshimon with six legs, a gray sharp fangs, and yellow vicious eyes will keep your toes off the ground as it carries a toxic poison that can be fatal to any creature if bitten. Through its legs, it can crawl up to any surface except for slippery ones and look for its prey. Spinod dwells in the deep forest where it rests on its self-made web that traps its prey for it to feast on. Don't underestimate this Toshimon as it can shoot webs to cuff its opponents and bite them with its fang secreting toxic poison that can suffocate its opponents leading to death. Spinod is known to be the prince of the bugs and is often found hunting for insects and small creatures. Fret not as it won't bite you when you kneel and nod!;55;8;0;80;75;65;55;55;75;[{'moveBase': {'fileID': 11400000, 'guid': '7819cc72d47909648bf8bdf4272d7147', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '4d40773acb9e6d84d96699e35cdd8a85', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '330ccac694549e64d8f8461fad1eb745', 'type': 2}}]
Arachnod;34;2;0;2;Arachnod is the father of Spinod, the king of the bugs. This Toshimon has six grown legs, four yellow fiery eyes, long-sharp fangs and a bigger body to hold more poisonous venom. It can crawl to any surface and defy gravity with its ability to shoot webs and swing back and forth. Like its son, it dwells in the deep forest where a gigantic thick thread of web is hanging between two Cedar trees. Arachnod's very hard to spot as it is always hunting for prey to slay. Watch out for its venom and quake as its opponent froze to death in a matter of seconds.;147;8;9;110;95;75;75;75;95;[{'moveBase': {'fileID': 11400000, 'guid': 'd2de26272d7fd514ab7e02e4111d307b', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '39715758716d337479fa8a3385adf2aa', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '4d40773acb9e6d84d96699e35cdd8a85', 'type': 2}}]
Cubo;35;1;0;0;Not much is there to describe Cubo. Its appearance is very plain, simple and straightforward, Cubo is merely a blue cube-like Toshimon with a simple smiley fixated on top. Its body is surprisingly malleable and can change its texture and shape depending on the situation Cubo puts itself in.Cubo's origin is a very mysterious story, one day a trainer was leaving Toshimon to store in their storage boxes on the PC when all of a sudden they see a bright blue cube sitting in the corner of the storage screen. Researchers are still unsure of how Cubo came to be. Theories suggest that Cubo manifested from the various Toshimon that were stored in the PC box which is why it has the ability to shape itself in any way for different situations. Cubo's main power comes from its ability to morph its body and its texture to both attack and defend itself. In most occasions though, you might see it running away most of the time since it doesn't excel in engaging head on fights.;56;1;0;70;65;78;80;90;62;[{'moveBase': {'fileID': 11400000, 'guid': '103b3b819d681014480472f6e0b8de61', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '518599785f427d5488c0bed5c00bc6d8', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '330ccac694549e64d8f8461fad1eb745', 'type': 2}}]
Monke;36;1;0;0;Monke has four limbs and walks on two legs. Each limb has 3 fingers all designed for ease of grabbing fruit from tree tops and hard to reach places. It has fierce looking eyes, a pig snout, fox like ears and a tuft of red fur on the top of its head along with a long and slender tail. This Toshimon's fur has a shiny dark grey appearance, making it easy to miss in the dark.Nestled deep in the safari, a young trained had the unfortunate encounter of having to clash with an unknown creature that is now known as Monke. This Toshimon is said to have existed during the prehistoric era of the Toshimon world since researchers have discovered caveman-like markings in the caves in which these Toshimon reside. Monke is both agile and hits very hard with its very fast attacks and flexible movement patterns to make any foe's head spin while fighting it. Monke's power comes from it's incredible speed and brute force to take down its enemies. It's a very agile physical fighter that not all Toshiman can stand against.;57;1;0;95;70;73;97;90;60;[{'moveBase': {'fileID': 11400000, 'guid': '103b3b819d681014480472f6e0b8de61', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'e1b1cea650414b34a88107c1a27d508f', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '330ccac694549e64d8f8461fad1eb745', 'type': 2}}]
Coalo;37;1;1;1;Coalo might be the only friendly â€œhot-heatedâ€ Toshimon you can find around. This tiny monster thrives with its other Coalo brothers and usually fire up at night. In the morning, they can be seen enjoying the cool breeze in the mountains. Coalo is a very patient and understanding Toshimon, but if you push the wrong button, it might just explode.  Roast it all you want but never talk about its color because it can literally roast you harder. It believes that each Toshimon is special regardless of shade. Coalos were widely used to provide power to community but since the emergence of other power-supplying Toshimons, they started sharing the responsibility thus keeping their world a clean and safe space to live in.;58;2;0;80;40;40;110;110;100;[{'moveBase': {'fileID': 11400000, 'guid': '5d6fe4a9634012942a2f08f5c8dfd4da', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '5d6fe4a9634012942a2f08f5c8dfd4da', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '330ccac694549e64d8f8461fad1eb745', 'type': 2}}]
Lanterno;38;3;0;2;Lanterno is Coalo's older cousin trapped in a golden cage after sacrificing itself to save dozens of coals from igniting. The golden cage is taking full control of Lanterno's life and forces it to ignite every now and then, its ember is long-lasting and will put any other lamp to shame as it shines brighter than the moon. Contrary to Coalo, this Toshimon is impatient, cruel, and definitely not cute, its electrecute will remind you that. It's on fire throughout the night and will blaze any opponent who will try to put out its fire. Lanterno is not easy to spot as it only appears during the winter nights.;271;2;4;105;45;45;130;130;120;[{'moveBase': {'fileID': 11400000, 'guid': 'a49068708bba6a9468898d9d49ae1afa', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '86d33be10a4a2bd4abb14eaa2ddb002a', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'd2bbc2fa501981447bfe7a7c4c46dd21', 'type': 2}}]
